FID,fid,the_geom,NAME,UNIT,VILCODE,EACODE,TACODE,DISTCODE,TANAME,DISTRICT,UTMEAST,UTMNORTH,X_COORD,Y_COORD
mw_villagespoints.34735,34735,POINT (35.03715192619297 -15.468261738630755),Jamali,Vil,30502010035,30502010,30502,305,TA Lundu,Blantyre,718564.9375,8288844.5,35.03697,-15.44987
mw_villagespoints.34736,34736,POINT (35.026020788444 -15.470089739913783),Kalanga,Vil,30502011021,30502011,30502,305,TA Lundu,Blantyre,717368.3438,8288653.5,35.02584,-15.4517
mw_villagespoints.34737,34737,POINT (35.026020788444 -15.470089739913783),Jamali,Vil,30502011035,30502011,30502,305,TA Lundu,Blantyre,717368.3438,8288653.5,35.02584,-15.4517
mw_villagespoints.34738,34738,POINT (35.0339391324678 -15.497558629843885),Jamali,Vil,30502012035,30502012,30502,305,TA Lundu,Blantyre,718189.375,8285605.5,35.03376,-15.47917
mw_villagespoints.34739,34739,POINT (35.0339391324678 -15.497558629843885),Mkumba,Vil,30502012027,30502012,30502,305,TA Lundu,Blantyre,718189.375,8285605.5,35.03376,-15.47917
mw_villagespoints.34740,34740,POINT (35.0339391324678 -15.497558629843885),Makina,Vil,30502012038,30502012,30502,305,TA Lundu,Blantyre,718189.375,8285605.5,35.03376,-15.47917
mw_villagespoints.34741,34741,POINT (35.0339391324678 -15.497558629843885),Somba,Vil,30502012072,30502012,30502,305,TA Lundu,Blantyre,718189.375,8285605.5,35.03376,-15.47917
mw_villagespoints.34742,34742,POINT (35.0339391324678 -15.497558629843885),Lipugama,Vil,30502012039,30502012,30502,305,TA Lundu,Blantyre,718189.375,8285605.5,35.03376,-15.47917
mw_villagespoints.34743,34743,POINT (35.0460430632355 -15.497449183275974),Lipugama,Vil,30502013039,30502013,30502,305,TA Lundu,Blantyre,719488.4063,8285605.25,35.04586,-15.47906
mw_villagespoints.34744,34744,POINT (35.0460430632355 -15.497449183275974),Sumani,Vil,30502013040,30502013,30502,305,TA Lundu,Blantyre,719488.4063,8285605.25,35.04586,-15.47906
mw_villagespoints.34745,34745,POINT (35.0460430632355 -15.497449183275974),Makina,Vil,30502013038,30502013,30502,305,TA Lundu,Blantyre,719488.4063,8285605.25,35.04586,-15.47906
mw_villagespoints.34746,34746,POINT (35.0460430632355 -15.497449183275974),Chombo,Vil,30502013042,30502013,30502,305,TA Lundu,Blantyre,719488.4063,8285605.25,35.04586,-15.47906
mw_villagespoints.34747,34747,POINT (35.0460430632355 -15.497449183275974),Gombe,Vil,30502013043,30502013,30502,305,TA Lundu,Blantyre,719488.4063,8285605.25,35.04586,-15.47906
mw_villagespoints.34748,34748,POINT (35.0460430632355 -15.497449183275974),Mbuni,Vil,30502013041,30502013,30502,305,TA Lundu,Blantyre,719488.4063,8285605.25,35.04586,-15.47906
mw_villagespoints.34749,34749,POINT (35.0460430632355 -15.497449183275974),Mkumba,Vil,30502013027,30502013,30502,305,TA Lundu,Blantyre,719488.4063,8285605.25,35.04586,-15.47906
mw_villagespoints.34750,34750,POINT (35.0460430632355 -15.497449183275974),Saimala,Vil,30502013044,30502013,30502,305,TA Lundu,Blantyre,719488.4063,8285605.25,35.04586,-15.47906
mw_villagespoints.34751,34751,POINT (35.06794538737785 -15.480642168629629),Chombo,Vil,30502014042,30502014,30502,305,TA Lundu,Blantyre,721856.7813,8287442.75,35.06776,-15.46226
mw_villagespoints.34752,34752,POINT (35.06794538737785 -15.480642168629629),Gombe,Vil,30502014043,30502014,30502,305,TA Lundu,Blantyre,721856.7813,8287442.75,35.06776,-15.46226
mw_villagespoints.34753,34753,POINT (35.06794538737785 -15.480642168629629),Malenga,Vil,30502014031,30502014,30502,305,TA Lundu,Blantyre,721856.7813,8287442.75,35.06776,-15.46226
mw_villagespoints.34754,34754,POINT (35.06794538737785 -15.480642168629629),Mkumba,Vil,30502014027,30502014,30502,305,TA Lundu,Blantyre,721856.7813,8287442.75,35.06776,-15.46226
mw_villagespoints.34755,34755,POINT (35.06794538737785 -15.480642168629629),Jordan Clinic,Vil,30502014020,30502014,30502,305,TA Lundu,Blantyre,721856.7813,8287442.75,35.06776,-15.46226
mw_villagespoints.34756,34756,POINT (35.06794538737785 -15.480642168629629),Yotamu,Vil,30502014045,30502014,30502,305,TA Lundu,Blantyre,721856.7813,8287442.75,35.06776,-15.46226
mw_villagespoints.34757,34757,POINT (35.074638982259714 -15.497462750549067),Mkwaila,Vil,30502015046,30502015,30502,305,TA Lundu,Blantyre,722557.1563,8285574.25,35.07446,-15.47908
mw_villagespoints.34758,34758,POINT (35.074638982259714 -15.497462750549067),Chatama,Vil,30502015047,30502015,30502,305,TA Lundu,Blantyre,722557.1563,8285574.25,35.07446,-15.47908
mw_villagespoints.34759,34759,POINT (35.074638982259714 -15.497462750549067),Malenga,Vil,30502015031,30502015,30502,305,TA Lundu,Blantyre,722557.1563,8285574.25,35.07446,-15.47908
mw_villagespoints.34760,34760,POINT (35.074638982259714 -15.497462750549067),Mkumba,Vil,30502015027,30502015,30502,305,TA Lundu,Blantyre,722557.1563,8285574.25,35.07446,-15.47908
mw_villagespoints.34761,34761,POINT (35.074638982259714 -15.497462750549067),Yotamu,Vil,30502015045,30502015,30502,305,TA Lundu,Blantyre,722557.1563,8285574.25,35.07446,-15.47908
mw_villagespoints.34762,34762,POINT (35.09869280487344 -15.489379227039914),Nakhwala,Vil,30502016050,30502016,30502,305,TA Lundu,Blantyre,725147.2813,8286443.75,35.09851,-15.47099
mw_villagespoints.34763,34763,POINT (35.09869280487344 -15.489379227039914),Kuchiri,Vil,30502016048,30502016,30502,305,TA Lundu,Blantyre,725147.2813,8286443.75,35.09851,-15.47099
mw_villagespoints.34764,34764,POINT (35.09869280487344 -15.489379227039914),Jordan,Vil,30502016049,30502016,30502,305,TA Lundu,Blantyre,725147.2813,8286443.75,35.09851,-15.47099
mw_villagespoints.34765,34765,POINT (35.09869280487344 -15.489379227039914),Chatama,Vil,30502016047,30502016,30502,305,TA Lundu,Blantyre,725147.2813,8286443.75,35.09851,-15.47099
mw_villagespoints.34766,34766,POINT (35.081387095144024 -15.513817133513703),Undi,Vil,30502017051,30502017,30502,305,TA Lundu,Blantyre,723263.75,8283757.25,35.0812,-15.49543
mw_villagespoints.34767,34767,POINT (35.041446004498965 -15.529480908751989),Mbewe,Vil,30502018058,30502018,30502,305,TA Lundu,Blantyre,718961.2813,8282065,35.04127,-15.51109
mw_villagespoints.34768,34768,POINT (35.041446004498965 -15.529480908751989),Mbuka,Vil,30502018057,30502018,30502,305,TA Lundu,Blantyre,718961.2813,8282065,35.04127,-15.51109
mw_villagespoints.34769,34769,POINT (35.041446004498965 -15.529480908751989),Matengo,Vil,30502018056,30502018,30502,305,TA Lundu,Blantyre,718961.2813,8282065,35.04127,-15.51109
mw_villagespoints.34770,34770,POINT (35.041446004498965 -15.529480908751989),Tepeka,Vil,30502018055,30502018,30502,305,TA Lundu,Blantyre,718961.2813,8282065,35.04127,-15.51109
mw_villagespoints.34771,34771,POINT (35.041446004498965 -15.529480908751989),Masanjala,Vil,30502018053,30502018,30502,305,TA Lundu,Blantyre,718961.2813,8282065,35.04127,-15.51109
mw_villagespoints.34772,34772,POINT (35.041446004498965 -15.529480908751989),Shakila,Vil,30502018054,30502018,30502,305,TA Lundu,Blantyre,718961.2813,8282065,35.04127,-15.51109
mw_villagespoints.34773,34773,POINT (35.05238212208433 -15.547256769517913),Chande,Vil,30502019059,30502019,30502,305,TA Lundu,Blantyre,720115.8125,8280086.5,35.0522,-15.52887
mw_villagespoints.34774,34774,POINT (35.05238212208433 -15.547256769517913),Mbuka,Vil,30502019057,30502019,30502,305,TA Lundu,Blantyre,720115.8125,8280086.5,35.0522,-15.52887
mw_villagespoints.34775,34775,POINT (35.073402750910184 -15.545397461918624),Mbewe,Vil,30502020058,30502020,30502,305,TA Lundu,Blantyre,722373.0938,8280270.5,35.07322,-15.52701
mw_villagespoints.34776,34776,POINT (35.073402750910184 -15.545397461918624),Mposa,Vil,30502020023,30502020,30502,305,TA Lundu,Blantyre,722373.0938,8280270.5,35.07322,-15.52701
mw_villagespoints.34777,34777,POINT (35.073402750910184 -15.545397461918624),Kumbewe,Vil,30502020015,30502020,30502,305,TA Lundu,Blantyre,722373.0938,8280270.5,35.07322,-15.52701
mw_villagespoints.34778,34778,POINT (35.028510363150716 -15.519816575729921),Tepeka,Vil,30502802055,30502802,30502,305,TA Lundu,Blantyre,717583.4688,8283147.75,35.02833,-15.50143
mw_villagespoints.34779,34779,POINT (35.028510363150716 -15.519816575729921),Somba,Vil,30502802072,30502802,30502,305,TA Lundu,Blantyre,717583.4688,8283147.75,35.02833,-15.50143
mw_villagespoints.34780,34780,POINT (35.028510363150716 -15.519816575729921),Somola,Vil,30502802075,30502802,30502,305,TA Lundu,Blantyre,717583.4688,8283147.75,35.02833,-15.50143
mw_villagespoints.34781,34781,POINT (35.028424345205586 -15.530558815760639),Lirangwe Maternity,Vil,30502803083,30502803,30502,305,TA Lundu,Blantyre,717562.9688,8281959,35.02824,-15.51217
mw_villagespoints.34782,34782,POINT (35.028424345205586 -15.530558815760639),Masanjala,Vil,30502803053,30502803,30502,305,TA Lundu,Blantyre,717562.9688,8281959,35.02824,-15.51217
mw_villagespoints.34783,34783,POINT (35.028424345205586 -15.530558815760639),Tepeka,Vil,30502803055,30502803,30502,305,TA Lundu,Blantyre,717562.9688,8281959,35.02824,-15.51217
mw_villagespoints.34784,34784,POINT (35.028424345205586 -15.530558815760639),Somba,Vil,30502803072,30502803,30502,305,TA Lundu,Blantyre,717562.9688,8281959,35.02824,-15.51217
mw_villagespoints.34785,34785,POINT (35.028424345205586 -15.530558815760639),Somola,Vil,30502803075,30502803,30502,305,TA Lundu,Blantyre,717562.9688,8281959,35.02824,-15.51217
mw_villagespoints.34786,34786,POINT (35.028424345205586 -15.530558815760639),Kumatengo,Vil,30502803080,30502803,30502,305,TA Lundu,Blantyre,717562.9688,8281959,35.02824,-15.51217
mw_villagespoints.34787,34787,POINT (35.06684917532776 -15.445652329386778),Mirale Camp [Mirale Hills Fr],Vil,30502901061,30502901,30502,305,TA Lundu,Blantyre,721776.3917,8291316.25,35.06667,-15.42727
mw_villagespoints.34788,34788,POINT (34.923182109138544 -15.376171267990761),Chilombo,Vil,30503001002,30503001,30503,305,TA Chigaru,Blantyre,706424.0938,8299148.25,34.92301,-15.35778
mw_villagespoints.34789,34789,POINT (34.923182109138544 -15.376171267990761),Chibweya,Vil,30503001072,30503001,30503,305,TA Chigaru,Blantyre,706424.0938,8299148.25,34.92301,-15.35778
mw_villagespoints.34790,34790,POINT (34.923182109138544 -15.376171267990761),Ngwaya,Vil,30503001001,30503001,30503,305,TA Chigaru,Blantyre,706424.0938,8299148.25,34.92301,-15.35778
mw_villagespoints.34791,34791,POINT (34.88964016311998 -15.416750701040147),Masinde,Vil,30503002006,30503002,30503,305,TA Chigaru,Blantyre,702783.4063,8294689.5,34.88947,-15.39836
mw_villagespoints.34792,34792,POINT (34.88964016311998 -15.416750701040147),Balaza,Vil,30503002005,30503002,30503,305,TA Chigaru,Blantyre,702783.4063,8294689.5,34.88947,-15.39836
mw_villagespoints.34793,34793,POINT (34.92436504001576 -15.408385219674091),Chilombo,Vil,30503003002,30503003,30503,305,TA Chigaru,Blantyre,706519.3125,8295582.25,34.9242,-15.39
mw_villagespoints.34794,34794,POINT (34.92436504001576 -15.408385219674091),Matundu,Vil,30503003007,30503003,30503,305,TA Chigaru,Blantyre,706519.3125,8295582.25,34.9242,-15.39
mw_villagespoints.34795,34795,POINT (34.92436504001576 -15.408385219674091),Nankhwala,Vil,30503003004,30503003,30503,305,TA Chigaru,Blantyre,706519.3125,8295582.25,34.9242,-15.39
mw_villagespoints.34796,34796,POINT (34.92436504001576 -15.408385219674091),Balaza,Vil,30503003005,30503003,30503,305,TA Chigaru,Blantyre,706519.3125,8295582.25,34.9242,-15.39
mw_villagespoints.34797,34797,POINT (34.956770544820934 -15.376233253117693),Mkawinda,Vil,30503004003,30503004,30503,305,TA Chigaru,Blantyre,710030.4375,8299109,34.9566,-15.35785
mw_villagespoints.34798,34798,POINT (34.956770544820934 -15.376233253117693),Chiwayu,Vil,30503004008,30503004,30503,305,TA Chigaru,Blantyre,710030.4375,8299109,34.9566,-15.35785
mw_villagespoints.34799,34799,POINT (34.956770544820934 -15.376233253117693),Keyala,Vil,30503004009,30503004,30503,305,TA Chigaru,Blantyre,710030.4375,8299109,34.9566,-15.35785
mw_villagespoints.34800,34800,POINT (34.956770544820934 -15.376233253117693),Mlangeni,Vil,30503004010,30503004,30503,305,TA Chigaru,Blantyre,710030.4375,8299109,34.9566,-15.35785
mw_villagespoints.34801,34801,POINT (34.956770544820934 -15.376233253117693),Semu,Vil,30503004018,30503004,30503,305,TA Chigaru,Blantyre,710030.4375,8299109,34.9566,-15.35785
mw_villagespoints.34802,34802,POINT (34.97917109896831 -15.378856804823988),Ngwaya,Vil,30503005001,30503005,30503,305,TA Chigaru,Blantyre,712432.9688,8298796.75,34.979,-15.36047
mw_villagespoints.34803,34803,POINT (34.97917109896831 -15.378856804823988),Keyala,Vil,30503005009,30503005,30503,305,TA Chigaru,Blantyre,712432.9688,8298796.75,34.979,-15.36047
mw_villagespoints.34804,34804,POINT (34.97917109896831 -15.378856804823988),Matundu,Vil,30503005007,30503005,30503,305,TA Chigaru,Blantyre,712432.9688,8298796.75,34.979,-15.36047
mw_villagespoints.34805,34805,POINT (34.97917109896831 -15.378856804823988),Semu,Vil,30503005018,30503005,30503,305,TA Chigaru,Blantyre,712432.9688,8298796.75,34.979,-15.36047
mw_villagespoints.34806,34806,POINT (34.95455249067905 -15.4240324866816),Mwasiya,Vil,30503006014,30503006,30503,305,TA Chigaru,Blantyre,709744.3438,8293821.5,34.95438,-15.40564
mw_villagespoints.34807,34807,POINT (34.95455249067905 -15.4240324866816),Matundu,Vil,30503006007,30503006,30503,305,TA Chigaru,Blantyre,709744.3438,8293821.5,34.95438,-15.40564
mw_villagespoints.34808,34808,POINT (34.95455249067905 -15.4240324866816),Mononga,Vil,30503006012,30503006,30503,305,TA Chigaru,Blantyre,709744.3438,8293821.5,34.95438,-15.40564
mw_villagespoints.34809,34809,POINT (34.97263019676639 -15.420915473734336),Chigaru,Vil,30503007011,30503007,30503,305,TA Chigaru,Blantyre,711688.0938,8294148.75,34.97246,-15.40253
mw_villagespoints.34810,34810,POINT (34.97263019676639 -15.420915473734336),Chiwaya,Vil,30503007015,30503007,30503,305,TA Chigaru,Blantyre,711688.0938,8294148.75,34.97246,-15.40253
mw_villagespoints.34811,34811,POINT (34.97263019676639 -15.420915473734336),Kayesa,Vil,30503007019,30503007,30503,305,TA Chigaru,Blantyre,711688.0938,8294148.75,34.97246,-15.40253
mw_villagespoints.34812,34812,POINT (34.97263019676639 -15.420915473734336),Molosoni,Vil,30503007016,30503007,30503,305,TA Chigaru,Blantyre,711688.0938,8294148.75,34.97246,-15.40253
mw_villagespoints.34813,34813,POINT (34.991783830343195 -15.403758732659398),Chucha,Vil,30503008073,30503008,30503,305,TA Chigaru,Blantyre,713761.7813,8296028.5,34.99161,-15.38537
mw_villagespoints.34814,34814,POINT (34.991783830343195 -15.403758732659398),Keyala,Vil,30503008009,30503008,30503,305,TA Chigaru,Blantyre,713761.7813,8296028.5,34.99161,-15.38537
mw_villagespoints.34815,34815,POINT (34.991783830343195 -15.403758732659398),Molosoni,Vil,30503008016,30503008,30503,305,TA Chigaru,Blantyre,713761.7813,8296028.5,34.99161,-15.38537
mw_villagespoints.34816,34816,POINT (34.991783830343195 -15.403758732659398),Semu,Vil,30503008018,30503008,30503,305,TA Chigaru,Blantyre,713761.7813,8296028.5,34.99161,-15.38537
mw_villagespoints.34817,34817,POINT (34.991783830343195 -15.403758732659398),Kayesa,Vil,30503008019,30503008,30503,305,TA Chigaru,Blantyre,713761.7813,8296028.5,34.99161,-15.38537
mw_villagespoints.34818,34818,POINT (34.991783830343195 -15.403758732659398),Kavalo,Vil,30503008021,30503008,30503,305,TA Chigaru,Blantyre,713761.7813,8296028.5,34.99161,-15.38537
mw_villagespoints.34819,34819,POINT (34.991783830343195 -15.403758732659398),Chiwayu,Vil,30503008008,30503008,30503,305,TA Chigaru,Blantyre,713761.7813,8296028.5,34.99161,-15.38537
mw_villagespoints.34820,34820,POINT (34.99490879772644 -15.42449354146374),Kavalo,Vil,30503009021,30503009,30503,305,TA Chigaru,Blantyre,714076.0313,8293730.75,34.99473,-15.40611
mw_villagespoints.34821,34821,POINT (34.99490879772644 -15.42449354146374),Semu,Vil,30503009018,30503009,30503,305,TA Chigaru,Blantyre,714076.0313,8293730.75,34.99473,-15.40611
mw_villagespoints.34822,34822,POINT (34.99490879772644 -15.42449354146374),Kayesa,Vil,30503009019,30503009,30503,305,TA Chigaru,Blantyre,714076.0313,8293730.75,34.99473,-15.40611
mw_villagespoints.34823,34823,POINT (35.008662593592064 -15.418699371868552),Kavalo,Vil,30503010021,30503010,30503,305,TA Chigaru,Blantyre,715558.4688,8294358.25,35.00849,-15.40031
mw_villagespoints.34824,34824,POINT (35.008662593592064 -15.418699371868552),Mdala,Vil,30503010022,30503010,30503,305,TA Chigaru,Blantyre,715558.4688,8294358.25,35.00849,-15.40031
mw_villagespoints.34825,34825,POINT (35.008662593592064 -15.418699371868552),Kayesa,Vil,30503010019,30503010,30503,305,TA Chigaru,Blantyre,715558.4688,8294358.25,35.00849,-15.40031
mw_villagespoints.34826,34826,POINT (35.016557681058295 -15.442557521525668),Mdala,Vil,30503011022,30503011,30503,305,TA Chigaru,Blantyre,716381.2916,8291710,35.01638,-15.42417
mw_villagespoints.34827,34827,POINT (35.016557681058295 -15.442557521525668),Kavalo,Vil,30503011021,30503011,30503,305,TA Chigaru,Blantyre,716381.2916,8291710,35.01638,-15.42417
mw_villagespoints.34828,34828,POINT (34.99009545329114 -15.44234025505658),Kabuthu,Vil,30503012023,30503012,30503,305,TA Chigaru,Blantyre,713541.0625,8291760.5,34.98992,-15.42395
mw_villagespoints.34829,34829,POINT (34.99009545329114 -15.44234025505658),Mlumbe,Vil,30503012024,30503012,30503,305,TA Chigaru,Blantyre,713541.0625,8291760.5,34.98992,-15.42395
mw_villagespoints.34830,34830,POINT (34.99009545329114 -15.44234025505658),Siyasiya,Vil,30503012025,30503012,30503,305,TA Chigaru,Blantyre,713541.0625,8291760.5,34.98992,-15.42395
mw_villagespoints.34831,34831,POINT (34.951366097516875 -15.440990120714504),Makoka,Vil,30503013026,30503013,30503,305,TA Chigaru,Blantyre,709385.2813,8291948,34.95119,-15.4226
mw_villagespoints.34832,34832,POINT (34.951366097516875 -15.440990120714504),Mangwaule,Vil,30503013028,30503013,30503,305,TA Chigaru,Blantyre,709385.2813,8291948,34.95119,-15.4226
mw_villagespoints.34833,34833,POINT (34.953244269033014 -15.457966405537595),Makoka,Vil,30503014026,30503014,30503,305,TA Chigaru,Blantyre,709569.8125,8290067.5,34.95307,-15.43958
mw_villagespoints.34834,34834,POINT (34.953244269033014 -15.457966405537595),Kaphikamtama,Vil,30503014039,30503014,30503,305,TA Chigaru,Blantyre,709569.8125,8290067.5,34.95307,-15.43958
mw_villagespoints.34835,34835,POINT (34.953244269033014 -15.457966405537595),Lifa,Vil,30503014034,30503014,30503,305,TA Chigaru,Blantyre,709569.8125,8290067.5,34.95307,-15.43958
mw_villagespoints.34836,34836,POINT (34.953244269033014 -15.457966405537595),Kabano,Vil,30503014030,30503014,30503,305,TA Chigaru,Blantyre,709569.8125,8290067.5,34.95307,-15.43958
mw_villagespoints.34837,34837,POINT (34.953244269033014 -15.457966405537595),Sumbuleta,Vil,30503014029,30503014,30503,305,TA Chigaru,Blantyre,709569.8125,8290067.5,34.95307,-15.43958
mw_villagespoints.34838,34838,POINT (34.97445300545141 -15.469286045191016),Lidala,Vil,30503015033,30503015,30503,305,TA Chigaru,Blantyre,711834.625,8288794,34.97428,-15.4509
mw_villagespoints.34839,34839,POINT (34.97445300545141 -15.469286045191016),Lifa,Vil,30503015034,30503015,30503,305,TA Chigaru,Blantyre,711834.625,8288794,34.97428,-15.4509
mw_villagespoints.34840,34840,POINT (34.97445300545141 -15.469286045191016),Makoka,Vil,30503015026,30503015,30503,305,TA Chigaru,Blantyre,711834.625,8288794,34.97428,-15.4509
mw_villagespoints.34841,34841,POINT (34.97445300545141 -15.469286045191016),Sumbuleta,Vil,30503015029,30503015,30503,305,TA Chigaru,Blantyre,711834.625,8288794,34.97428,-15.4509
mw_villagespoints.34842,34842,POINT (34.97445300545141 -15.469286045191016),Kabano,Vil,30503015030,30503015,30503,305,TA Chigaru,Blantyre,711834.625,8288794,34.97428,-15.4509
mw_villagespoints.34843,34843,POINT (35.003010969480975 -15.461222361454075),Ngwaya,Vil,30503016001,30503016,30503,305,TA Chigaru,Blantyre,714907.9375,8289658,35.00283,-15.44283
mw_villagespoints.34844,34844,POINT (35.003010969480975 -15.461222361454075),Sitaya,Vil,30503016035,30503016,30503,305,TA Chigaru,Blantyre,714907.9375,8289658,35.00283,-15.44283
mw_villagespoints.34845,34845,POINT (35.00966183910059 -15.471388673944041),M'bwana,Vil,30503017037,30503017,30503,305,TA Chigaru,Blantyre,715611.25,8288526.25,35.00948,-15.453
mw_villagespoints.34846,34846,POINT (34.98852652260734 -15.483672146492479),Chapasuka,Vil,30503018046,30503018,30503,305,TA Chigaru,Blantyre,713330.3125,8287188,34.98835,-15.46528
mw_villagespoints.34847,34847,POINT (34.98852652260734 -15.483672146492479),Masamba,Vil,30503018038,30503018,30503,305,TA Chigaru,Blantyre,713330.3125,8287188,34.98835,-15.46528
mw_villagespoints.34848,34848,POINT (34.98852652260734 -15.483672146492479),Kaphikamtama,Vil,30503018039,30503018,30503,305,TA Chigaru,Blantyre,713330.3125,8287188,34.98835,-15.46528
mw_villagespoints.34849,34849,POINT (34.98852652260734 -15.483672146492479),Issa,Vil,30503018013,30503018,30503,305,TA Chigaru,Blantyre,713330.3125,8287188,34.98835,-15.46528
mw_villagespoints.34850,34850,POINT (35.00689393205283 -15.48889629078453),Mwazama,Vil,30503019040,30503019,30503,305,TA Chigaru,Blantyre,715296.0625,8286591.5,35.00672,-15.47051
mw_villagespoints.34851,34851,POINT (35.00689393205283 -15.48889629078453),Steven,Vil,30503019041,30503019,30503,305,TA Chigaru,Blantyre,715296.0625,8286591.5,35.00672,-15.47051
mw_villagespoints.34852,34852,POINT (35.006755987888845 -15.511160090056995),Gulani,Vil,30503020043,30503020,30503,305,TA Chigaru,Blantyre,715258.1875,8284127.75,35.00658,-15.49277
mw_villagespoints.34853,34853,POINT (35.006755987888845 -15.511160090056995),Mkwinda,Vil,30503020044,30503020,30503,305,TA Chigaru,Blantyre,715258.1875,8284127.75,35.00658,-15.49277
mw_villagespoints.34854,34854,POINT (35.006755987888845 -15.511160090056995),Mizanje,Vil,30503020045,30503020,30503,305,TA Chigaru,Blantyre,715258.1875,8284127.75,35.00658,-15.49277
mw_villagespoints.34855,34855,POINT (35.006755987888845 -15.511160090056995),M`Mangeni,Vil,30503020065,30503020,30503,305,TA Chigaru,Blantyre,715258.1875,8284127.75,35.00658,-15.49277
mw_villagespoints.34856,34856,POINT (34.99460323669566 -15.502324436988538),Mkwinda,Vil,30503021044,30503021,30503,305,TA Chigaru,Blantyre,713963.25,8285117.75,34.99443,-15.48394
mw_villagespoints.34857,34857,POINT (34.99460323669566 -15.502324436988538),Chapasuka,Vil,30503021046,30503021,30503,305,TA Chigaru,Blantyre,713963.25,8285117.75,34.99443,-15.48394
mw_villagespoints.34858,34858,POINT (34.980060514064306 -15.499859580481084),Kaphikamtama,Vil,30503022039,30503022,30503,305,TA Chigaru,Blantyre,712405.2188,8285405,34.97989,-15.48147
mw_villagespoints.34859,34859,POINT (34.980060514064306 -15.499859580481084),Malekano,Vil,30503022048,30503022,30503,305,TA Chigaru,Blantyre,712405.2188,8285405,34.97989,-15.48147
mw_villagespoints.34860,34860,POINT (34.980060514064306 -15.499859580481084),Masulani,Vil,30503022050,30503022,30503,305,TA Chigaru,Blantyre,712405.2188,8285405,34.97989,-15.48147
mw_villagespoints.34861,34861,POINT (34.95993869218851 -15.492518499440513),Masulani,Vil,30503023050,30503023,30503,305,TA Chigaru,Blantyre,710253.4063,8286237.25,34.95977,-15.47413
mw_villagespoints.34862,34862,POINT (34.95993869218851 -15.492518499440513),Kaphikamtama,Vil,30503023039,30503023,30503,305,TA Chigaru,Blantyre,710253.4063,8286237.25,34.95977,-15.47413
mw_villagespoints.34863,34863,POINT (34.935555714681016 -15.507778846632704),Nthache,Vil,30503024057,30503024,30503,305,TA Chigaru,Blantyre,707621.5938,8284572.25,34.93538,-15.48939
mw_villagespoints.34864,34864,POINT (34.935555714681016 -15.507778846632704),M`Mambo,Vil,30503024052,30503024,30503,305,TA Chigaru,Blantyre,707621.5938,8284572.25,34.93538,-15.48939
mw_villagespoints.34865,34865,POINT (34.935555714681016 -15.507778846632704),Thom Mbera,Vil,30503024055,30503024,30503,305,TA Chigaru,Blantyre,707621.5938,8284572.25,34.93538,-15.48939
mw_villagespoints.34866,34866,POINT (34.935555714681016 -15.507778846632704),Robert,Vil,30503024053,30503024,30503,305,TA Chigaru,Blantyre,707621.5938,8284572.25,34.93538,-15.48939
mw_villagespoints.34867,34867,POINT (34.93351867792796 -15.487069473115305),Nthache,Vil,30503025057,30503025,30503,305,TA Chigaru,Blantyre,707423.6875,8286866,34.93335,-15.46868
mw_villagespoints.34868,34868,POINT (34.93393575671348 -15.45186677182827),Mangwaule,Vil,30503026028,30503026,30503,305,TA Chigaru,Blantyre,707503.5313,8290761.25,34.93377,-15.43348
mw_villagespoints.34869,34869,POINT (34.93393575671348 -15.45186677182827),Kabano,Vil,30503026030,30503026,30503,305,TA Chigaru,Blantyre,707503.5313,8290761.25,34.93377,-15.43348
mw_villagespoints.34870,34870,POINT (34.89187278311847 -15.449496227665621),Mtambalika,Vil,30503027063,30503027,30503,305,TA Chigaru,Blantyre,702991.2188,8291063.75,34.89171,-15.43111
mw_villagespoints.34871,34871,POINT (34.927399732877916 -15.476710655886468),Nthache,Vil,30503028057,30503028,30503,305,TA Chigaru,Blantyre,706777.3438,8288018.25,34.92723,-15.45832
mw_villagespoints.34872,34872,POINT (34.90974086300268 -15.49220997846727),Cheusi,Vil,30503029068,30503029,30503,305,TA Chigaru,Blantyre,704866.9688,8286320,34.90957,-15.47382
mw_villagespoints.34873,34873,POINT (34.90974086300268 -15.49220997846727),Chilipa,Vil,30503029067,30503029,30503,305,TA Chigaru,Blantyre,704866.9688,8286320,34.90957,-15.47382
mw_villagespoints.34874,34874,POINT (34.90974086300268 -15.49220997846727),M'mangeni,Vil,30503029065,30503029,30503,305,TA Chigaru,Blantyre,704866.9688,8286320,34.90957,-15.47382
mw_villagespoints.34875,34875,POINT (34.88298698214213 -15.475728441200049),Masinde,Vil,30503030006,30503030,30503,305,TA Chigaru,Blantyre,702012.0625,8288169.25,34.88282,-15.45734
mw_villagespoints.34876,34876,POINT (34.88298698214213 -15.475728441200049),Mdodo,Vil,30503030020,30503030,30503,305,TA Chigaru,Blantyre,702012.0625,8288169.25,34.88282,-15.45734
mw_villagespoints.34877,34877,POINT (34.88298698214213 -15.475728441200049),Mandiwa,Vil,30503030070,30503030,30503,305,TA Chigaru,Blantyre,702012.0625,8288169.25,34.88282,-15.45734
mw_villagespoints.34878,34878,POINT (35.02106559397082 -15.52138256856644),Lirangwe Tpa,Vil,30503801074,30503801,30503,305,TA Chigaru,Blantyre,716783,8282982,35.02089,-15.503
mw_villagespoints.34879,34879,POINT (34.79196910534753 -15.57658905721746),Chiwale,Vil,30504001001,30504001,30504,305,TA Kunthembwe,Blantyre,692151.125,8277092,34.79181,-15.5582
