FID,fid,the_geom,NAME,UNIT,VILCODE,EACODE,TACODE,DISTCODE,TANAME,DISTRICT,UTMEAST,UTMNORTH,X_COORD,Y_COORD
mw_villagespoints.34408,34408,POINT (34.933278890826195 -15.536667724107904),Nseula,Vil,30501001001,30501001,30501,305,TA Kapeni,Blantyre,707348.4063,8281377.5,34.93311,-15.51828
mw_villagespoints.34409,34409,POINT (34.933278890826195 -15.536667724107904),Sande Kandiwo,Vil,30501001003,30501001,30501,305,TA Kapeni,Blantyre,707348.4063,8281377.5,34.93311,-15.51828
mw_villagespoints.34410,34410,POINT (34.95522334405138 -15.52684388098654),Sande Kandiwo,Vil,30501002003,30501002,30501,305,TA Kapeni,Blantyre,709712.7188,8282443.25,34.95505,-15.50846
mw_villagespoints.34411,34411,POINT (34.95522334405138 -15.52684388098654),Mchere,Vil,30501002004,30501002,30501,305,TA Kapeni,Blantyre,709712.7188,8282443.25,34.95505,-15.50846
mw_villagespoints.34412,34412,POINT (34.95522334405138 -15.52684388098654),Mbera,Vil,30501002001,30501002,30501,305,TA Kapeni,Blantyre,709712.7188,8282443.25,34.95505,-15.50846
mw_villagespoints.34413,34413,POINT (34.97348716273577 -15.517387591300789),Katchakwala,Vil,30501003003,30501003,30501,305,TA Kapeni,Blantyre,711681.9688,8283471.75,34.97331,-15.499
mw_villagespoints.34414,34414,POINT (34.97348716273577 -15.517387591300789),Post Masulani,Vil,30501003005,30501003,30501,305,TA Kapeni,Blantyre,711681.9688,8283471.75,34.97331,-15.499
mw_villagespoints.34415,34415,POINT (35.004702141673434 -15.533064019073631),Malanga,Vil,30501004007,30501004,30501,305,TA Kapeni,Blantyre,715015.0938,8281705.75,35.00452,-15.51468
mw_villagespoints.34416,34416,POINT (35.004702141673434 -15.533064019073631),Mpenda,Vil,30501004008,30501004,30501,305,TA Kapeni,Blantyre,715015.0938,8281705.75,35.00452,-15.51468
mw_villagespoints.34417,34417,POINT (34.9832482565871 -15.535288814466806),Post Masulani,Vil,30501005005,30501005,30501,305,TA Kapeni,Blantyre,712710.9688,8281481,34.98307,-15.5169
mw_villagespoints.34418,34418,POINT (34.9832482565871 -15.535288814466806),Mchere,Vil,30501005004,30501005,30501,305,TA Kapeni,Blantyre,712710.9688,8281481,34.98307,-15.5169
mw_villagespoints.34419,34419,POINT (34.957165987671594 -15.539768831069676),Kandiwo,Vil,30501006073,30501006,30501,305,TA Kapeni,Blantyre,709908.0625,8281011,34.95699,-15.52138
mw_villagespoints.34420,34420,POINT (34.957165987671594 -15.539768831069676),Mchere,Vil,30501006004,30501006,30501,305,TA Kapeni,Blantyre,709908.0625,8281011,34.95699,-15.52138
mw_villagespoints.34421,34421,POINT (34.957165987671594 -15.539768831069676),Mbera,Vil,30501006001,30501006,30501,305,TA Kapeni,Blantyre,709908.0625,8281011,34.95699,-15.52138
mw_villagespoints.34422,34422,POINT (34.96978682536402 -15.55997656345532),Mchere,Vil,30501007004,30501007,30501,305,TA Kapeni,Blantyre,711241.5,8278762.25,34.96961,-15.54159
mw_villagespoints.34423,34423,POINT (34.96978682536402 -15.55997656345532),Julius Supedi,Vil,30501007110,30501007,30501,305,TA Kapeni,Blantyre,711241.5,8278762.25,34.96961,-15.54159
mw_villagespoints.34424,34424,POINT (34.96978682536402 -15.55997656345532),Kapeni,Vil,30501007072,30501007,30501,305,TA Kapeni,Blantyre,711241.5,8278762.25,34.96961,-15.54159
mw_villagespoints.34425,34425,POINT (34.995407286582754 -15.556420674475804),Mchere,Vil,30501008004,30501008,30501,305,TA Kapeni,Blantyre,713993.6875,8279130.25,34.99523,-15.53803
mw_villagespoints.34426,34426,POINT (34.995407286582754 -15.556420674475804),Helema,Vil,30501008012,30501008,30501,305,TA Kapeni,Blantyre,713993.6875,8279130.25,34.99523,-15.53803
mw_villagespoints.34427,34427,POINT (34.995407286582754 -15.556420674475804),Kaipa,Vil,30501008013,30501008,30501,305,TA Kapeni,Blantyre,713993.6875,8279130.25,34.99523,-15.53803
mw_villagespoints.34428,34428,POINT (34.995407286582754 -15.556420674475804),Makwale,Vil,30501008015,30501008,30501,305,TA Kapeni,Blantyre,713993.6875,8279130.25,34.99523,-15.53803
mw_villagespoints.34429,34429,POINT (35.00811849625176 -15.556973835169648),Khweleniya,Vil,30501009016,30501009,30501,305,TA Kapeni,Blantyre,715356.7813,8279056.25,35.00794,-15.53859
mw_villagespoints.34430,34430,POINT (35.00811849625176 -15.556973835169648),Makwale,Vil,30501009015,30501009,30501,305,TA Kapeni,Blantyre,715356.7813,8279056.25,35.00794,-15.53859
mw_villagespoints.34431,34431,POINT (35.00811849625176 -15.556973835169648),Chitsonga,Vil,30501009006,30501009,30501,305,TA Kapeni,Blantyre,715356.7813,8279056.25,35.00794,-15.53859
mw_villagespoints.34432,34432,POINT (35.00811849625176 -15.556973835169648),Mchere,Vil,30501009004,30501009,30501,305,TA Kapeni,Blantyre,715356.7813,8279056.25,35.00794,-15.53859
mw_villagespoints.34433,34433,POINT (35.00811849625176 -15.556973835169648),Kaipa,Vil,30501009013,30501009,30501,305,TA Kapeni,Blantyre,715356.7813,8279056.25,35.00794,-15.53859
mw_villagespoints.34434,34434,POINT (35.00811849625176 -15.556973835169648),Mulo,Vil,30501009017,30501009,30501,305,TA Kapeni,Blantyre,715356.7813,8279056.25,35.00794,-15.53859
mw_villagespoints.34435,34435,POINT (35.00811849625176 -15.556973835169648),Jameson Kapeni,Vil,30501009048,30501009,30501,305,TA Kapeni,Blantyre,715356.7813,8279056.25,35.00794,-15.53859
mw_villagespoints.34436,34436,POINT (35.00811849625176 -15.556973835169648),Manjombe Katete,Vil,30501009066,30501009,30501,305,TA Kapeni,Blantyre,715356.7813,8279056.25,35.00794,-15.53859
mw_villagespoints.34437,34437,POINT (35.00811849625176 -15.556973835169648),Kampaka,Vil,30501009060,30501009,30501,305,TA Kapeni,Blantyre,715356.7813,8279056.25,35.00794,-15.53859
mw_villagespoints.34438,34438,POINT (35.00811849625176 -15.556973835169648),Mpenda,Vil,30501009008,30501009,30501,305,TA Kapeni,Blantyre,715356.7813,8279056.25,35.00794,-15.53859
mw_villagespoints.34439,34439,POINT (35.01900614701196 -15.549993443535799),Samson Mgawa,Vil,30501010019,30501010,30501,305,TA Kapeni,Blantyre,716532.1242,8279817.75,35.01883,-15.53161
mw_villagespoints.34440,34440,POINT (35.01900614701196 -15.549993443535799),Chitsonga,Vil,30501010006,30501010,30501,305,TA Kapeni,Blantyre,716532.1242,8279817.75,35.01883,-15.53161
mw_villagespoints.34441,34441,POINT (35.01900614701196 -15.549993443535799),Atupele Rest House,Vil,30501010020,30501010,30501,305,TA Kapeni,Blantyre,716532.1242,8279817.75,35.01883,-15.53161
mw_villagespoints.34442,34442,POINT (35.01900614701196 -15.549993443535799),Sani,Vil,30501010018,30501010,30501,305,TA Kapeni,Blantyre,716532.1242,8279817.75,35.01883,-15.53161
mw_villagespoints.34443,34443,POINT (35.01900614701196 -15.549993443535799),Malanga,Vil,30501010007,30501010,30501,305,TA Kapeni,Blantyre,716532.1242,8279817.75,35.01883,-15.53161
mw_villagespoints.34444,34444,POINT (35.01900614701196 -15.549993443535799),Manjombe Katete,Vil,30501010066,30501010,30501,305,TA Kapeni,Blantyre,716532.1242,8279817.75,35.01883,-15.53161
mw_villagespoints.34445,34445,POINT (35.029690860231746 -15.549816230751945),Samson Mgawa,Vil,30501011019,30501011,30501,305,TA Kapeni,Blantyre,717678.625,8279826.5,35.02951,-15.53143
mw_villagespoints.34446,34446,POINT (35.029690860231746 -15.549816230751945),Manjombe Katete,Vil,30501011066,30501011,30501,305,TA Kapeni,Blantyre,717678.625,8279826.5,35.02951,-15.53143
mw_villagespoints.34447,34447,POINT (35.029690860231746 -15.549816230751945),Chimbonano,Vil,30501011023,30501011,30501,305,TA Kapeni,Blantyre,717678.625,8279826.5,35.02951,-15.53143
mw_villagespoints.34448,34448,POINT (35.029690860231746 -15.549816230751945),Chitsonga,Vil,30501011006,30501011,30501,305,TA Kapeni,Blantyre,717678.625,8279826.5,35.02951,-15.53143
mw_villagespoints.34449,34449,POINT (35.029690860231746 -15.549816230751945),Sani,Vil,30501011018,30501011,30501,305,TA Kapeni,Blantyre,717678.625,8279826.5,35.02951,-15.53143
mw_villagespoints.34450,34450,POINT (35.029690860231746 -15.549816230751945),Mponda,Vil,30501011025,30501011,30501,305,TA Kapeni,Blantyre,717678.625,8279826.5,35.02951,-15.53143
mw_villagespoints.34451,34451,POINT (35.03423875283691 -15.563558515858027),Namonde,Vil,30501012128,30501012,30501,305,TA Kapeni,Blantyre,718152.0625,8278301,35.03406,-15.54517
mw_villagespoints.34452,34452,POINT (35.03423875283691 -15.563558515858027),William,Vil,30501012115,30501012,30501,305,TA Kapeni,Blantyre,718152.0625,8278301,35.03406,-15.54517
mw_villagespoints.34453,34453,POINT (35.03423875283691 -15.563558515858027),Mponda,Vil,30501012025,30501012,30501,305,TA Kapeni,Blantyre,718152.0625,8278301,35.03406,-15.54517
mw_villagespoints.34454,34454,POINT (35.03423875283691 -15.563558515858027),Chitsonga,Vil,30501012006,30501012,30501,305,TA Kapeni,Blantyre,718152.0625,8278301,35.03406,-15.54517
mw_villagespoints.34455,34455,POINT (35.0563477218231 -15.579610737455635),Mkwate,Vil,30501013030,30501013,30501,305,TA Kapeni,Blantyre,720506.7813,8276501.75,35.05616,-15.56122
mw_villagespoints.34456,34456,POINT (35.0563477218231 -15.579610737455635),Undani,Vil,30501013093,30501013,30501,305,TA Kapeni,Blantyre,720506.7813,8276501.75,35.05616,-15.56122
mw_villagespoints.34457,34457,POINT (35.0563477218231 -15.579610737455635),William Kulemera,Vil,30501013115,30501013,30501,305,TA Kapeni,Blantyre,720506.7813,8276501.75,35.05616,-15.56122
mw_villagespoints.34458,34458,POINT (35.0563477218231 -15.579610737455635),Ralph Maonde,Vil,30501013029,30501013,30501,305,TA Kapeni,Blantyre,720506.7813,8276501.75,35.05616,-15.56122
mw_villagespoints.34459,34459,POINT (35.06026986395235 -15.588654943183176),Mkwate,Vil,30501014030,30501014,30501,305,TA Kapeni,Blantyre,720917.8438,8275496.75,35.06009,-15.57027
mw_villagespoints.34460,34460,POINT (35.06026986395235 -15.588654943183176),Chitungu,Vil,30501014034,30501014,30501,305,TA Kapeni,Blantyre,720917.8438,8275496.75,35.06009,-15.57027
mw_villagespoints.34461,34461,POINT (35.057111315871715 -15.604388614265499),Reubeni,Vil,30501015028,30501015,30501,305,TA Kapeni,Blantyre,720562.2188,8273758.75,35.05693,-15.586
mw_villagespoints.34462,34462,POINT (35.057111315871715 -15.604388614265499),Chitungu,Vil,30501015034,30501015,30501,305,TA Kapeni,Blantyre,720562.2188,8273758.75,35.05693,-15.586
mw_villagespoints.34463,34463,POINT (35.057111315871715 -15.604388614265499),William,Vil,30501015115,30501015,30501,305,TA Kapeni,Blantyre,720562.2188,8273758.75,35.05693,-15.586
mw_villagespoints.34464,34464,POINT (35.03559323810929 -15.600464200808082),Salaji,Vil,30501016039,30501016,30501,305,TA Kapeni,Blantyre,718258.375,8274215.25,35.03541,-15.58208
mw_villagespoints.34465,34465,POINT (35.03559323810929 -15.600464200808082),Maulana,Vil,30501016049,30501016,30501,305,TA Kapeni,Blantyre,718258.375,8274215.25,35.03541,-15.58208
mw_villagespoints.34466,34466,POINT (35.03559323810929 -15.600464200808082),Jamesoni Kapeni,Vil,30501016048,30501016,30501,305,TA Kapeni,Blantyre,718258.375,8274215.25,35.03541,-15.58208
mw_villagespoints.34467,34467,POINT (35.03559323810929 -15.600464200808082),Kakowa,Vil,30501016040,30501016,30501,305,TA Kapeni,Blantyre,718258.375,8274215.25,35.03541,-15.58208
mw_villagespoints.34468,34468,POINT (35.03559323810929 -15.600464200808082),Kajao,Vil,30501016037,30501016,30501,305,TA Kapeni,Blantyre,718258.375,8274215.25,35.03541,-15.58208
mw_villagespoints.34469,34469,POINT (35.03559323810929 -15.600464200808082),Joseph Njilika,Vil,30501016026,30501016,30501,305,TA Kapeni,Blantyre,718258.375,8274215.25,35.03541,-15.58208
mw_villagespoints.34470,34470,POINT (35.03559323810929 -15.600464200808082),Mponda,Vil,30501016025,30501016,30501,305,TA Kapeni,Blantyre,718258.375,8274215.25,35.03541,-15.58208
mw_villagespoints.34471,34471,POINT (35.03559323810929 -15.600464200808082),Makwale,Vil,30501016015,30501016,30501,305,TA Kapeni,Blantyre,718258.375,8274215.25,35.03541,-15.58208
mw_villagespoints.34472,34472,POINT (35.03559323810929 -15.600464200808082),Maleule,Vil,30501016046,30501016,30501,305,TA Kapeni,Blantyre,718258.375,8274215.25,35.03541,-15.58208
mw_villagespoints.34473,34473,POINT (35.04001796648904 -15.583921507100888),Chikhala,Vil,30501017041,30501017,30501,305,TA Kapeni,Blantyre,718750.5,8276041.5,35.03984,-15.56553
mw_villagespoints.34474,34474,POINT (35.04001796648904 -15.583921507100888),Chimaimba,Vil,30501017042,30501017,30501,305,TA Kapeni,Blantyre,718750.5,8276041.5,35.03984,-15.56553
mw_villagespoints.34475,34475,POINT (35.04001796648904 -15.583921507100888),Makwale,Vil,30501017015,30501017,30501,305,TA Kapeni,Blantyre,718750.5,8276041.5,35.03984,-15.56553
mw_villagespoints.34476,34476,POINT (35.04001796648904 -15.583921507100888),Kaponya,Vil,30501017043,30501017,30501,305,TA Kapeni,Blantyre,718750.5,8276041.5,35.03984,-15.56553
mw_villagespoints.34477,34477,POINT (35.04001796648904 -15.583921507100888),Maleule,Vil,30501017046,30501017,30501,305,TA Kapeni,Blantyre,718750.5,8276041.5,35.03984,-15.56553
mw_villagespoints.34478,34478,POINT (35.04001796648904 -15.583921507100888),Undani,Vil,30501017093,30501017,30501,305,TA Kapeni,Blantyre,718750.5,8276041.5,35.03984,-15.56553
mw_villagespoints.34479,34479,POINT (35.04001796648904 -15.583921507100888),William,Vil,30501017115,30501017,30501,305,TA Kapeni,Blantyre,718750.5,8276041.5,35.03984,-15.56553
mw_villagespoints.34480,34480,POINT (35.04001796648904 -15.583921507100888),Kajao,Vil,30501017037,30501017,30501,305,TA Kapeni,Blantyre,718750.5,8276041.5,35.03984,-15.56553
mw_villagespoints.34481,34481,POINT (35.04001796648904 -15.583921507100888),Mponda,Vil,30501017025,30501017,30501,305,TA Kapeni,Blantyre,718750.5,8276041.5,35.03984,-15.56553
mw_villagespoints.34482,34482,POINT (35.02546805561546 -15.574145861531793),Jameson Kapeni,Vil,30501018048,30501018,30501,305,TA Kapeni,Blantyre,717200.0313,8277138.25,35.02529,-15.55576
mw_villagespoints.34483,34483,POINT (35.02546805561546 -15.574145861531793),Disi,Vil,30501018047,30501018,30501,305,TA Kapeni,Blantyre,717200.0313,8277138.25,35.02529,-15.55576
mw_villagespoints.34484,34484,POINT (35.02546805561546 -15.574145861531793),Maulana,Vil,30501018049,30501018,30501,305,TA Kapeni,Blantyre,717200.0313,8277138.25,35.02529,-15.55576
mw_villagespoints.34485,34485,POINT (35.02546805561546 -15.574145861531793),Kuponya,Vil,30501018043,30501018,30501,305,TA Kapeni,Blantyre,717200.0313,8277138.25,35.02529,-15.55576
mw_villagespoints.34486,34486,POINT (35.02546805561546 -15.574145861531793),Maleule,Vil,30501018046,30501018,30501,305,TA Kapeni,Blantyre,717200.0313,8277138.25,35.02529,-15.55576
mw_villagespoints.34487,34487,POINT (35.02546805561546 -15.574145861531793),Mponda,Vil,30501018025,30501018,30501,305,TA Kapeni,Blantyre,717200.0313,8277138.25,35.02529,-15.55576
mw_villagespoints.34488,34488,POINT (35.02546805561546 -15.574145861531793),Chitsonga,Vil,30501018006,30501018,30501,305,TA Kapeni,Blantyre,717200.0313,8277138.25,35.02529,-15.55576
mw_villagespoints.34489,34489,POINT (35.02546805561546 -15.574145861531793),Kumpita,Vil,30501018113,30501018,30501,305,TA Kapeni,Blantyre,717200.0313,8277138.25,35.02529,-15.55576
mw_villagespoints.34490,34490,POINT (35.01857906439505 -15.589504723437175),Maleule,Vil,30501019046,30501019,30501,305,TA Kapeni,Blantyre,716444.9375,8275445.5,35.0184,-15.57112
mw_villagespoints.34491,34491,POINT (35.01857906439505 -15.589504723437175),Jameson,Vil,30501019051,30501019,30501,305,TA Kapeni,Blantyre,716444.9375,8275445.5,35.0184,-15.57112
mw_villagespoints.34492,34492,POINT (35.01857906439505 -15.589504723437175),Yoyola,Vil,30501019027,30501019,30501,305,TA Kapeni,Blantyre,716444.9375,8275445.5,35.0184,-15.57112
mw_villagespoints.34493,34493,POINT (35.01857906439505 -15.589504723437175),Masangano,Vil,30501019067,30501019,30501,305,TA Kapeni,Blantyre,716444.9375,8275445.5,35.0184,-15.57112
mw_villagespoints.34494,34494,POINT (35.00296349437005 -15.580347228225273),Masangano,Vil,30501020067,30501020,30501,305,TA Kapeni,Blantyre,714779.4688,8276474.75,35.00279,-15.56196
mw_villagespoints.34495,34495,POINT (35.00296349437005 -15.580347228225273),Chimwayi,Vil,30501020056,30501020,30501,305,TA Kapeni,Blantyre,714779.4688,8276474.75,35.00279,-15.56196
mw_villagespoints.34496,34496,POINT (35.00296349437005 -15.580347228225273),Kamphaka,Vil,30501020031,30501020,30501,305,TA Kapeni,Blantyre,714779.4688,8276474.75,35.00279,-15.56196
mw_villagespoints.34497,34497,POINT (35.00296349437005 -15.580347228225273),Jameson Kapeni,Vil,30501020048,30501020,30501,305,TA Kapeni,Blantyre,714779.4688,8276474.75,35.00279,-15.56196
mw_villagespoints.34498,34498,POINT (35.00296349437005 -15.580347228225273),Cidrick,Vil,30501020121,30501020,30501,305,TA Kapeni,Blantyre,714779.4688,8276474.75,35.00279,-15.56196
mw_villagespoints.34499,34499,POINT (34.98122185185668 -15.576737646596861),Kampaka,Vil,30501021060,30501021,30501,305,TA Kapeni,Blantyre,712451,8276896,34.98105,-15.55835
mw_villagespoints.34500,34500,POINT (34.98122185185668 -15.576737646596861),John Whayo,Vil,30501021061,30501021,30501,305,TA Kapeni,Blantyre,712451,8276896,34.98105,-15.55835
mw_villagespoints.34501,34501,POINT (34.99106574801604 -15.592742006807757),Manjombe Katete,Vil,30501022066,30501022,30501,305,TA Kapeni,Blantyre,713490.4063,8275115,34.99089,-15.57435
mw_villagespoints.34502,34502,POINT (34.99106574801604 -15.592742006807757),Moses Maluwa,Vil,30501022065,30501022,30501,305,TA Kapeni,Blantyre,713490.4063,8275115,34.99089,-15.57435
mw_villagespoints.34503,34503,POINT (34.99106574801604 -15.592742006807757),Ben Ligogo,Vil,30501022063,30501022,30501,305,TA Kapeni,Blantyre,713490.4063,8275115,34.99089,-15.57435
mw_villagespoints.34504,34504,POINT (34.99106574801604 -15.592742006807757),Chimwayi,Vil,30501022056,30501022,30501,305,TA Kapeni,Blantyre,713490.4063,8275115,34.99089,-15.57435
mw_villagespoints.34505,34505,POINT (35.01245491523553 -15.60528792325726),Tipasi,Vil,30501023069,30501023,30501,305,TA Kapeni,Blantyre,715771.5313,8273705,35.01228,-15.5869
mw_villagespoints.34506,34506,POINT (35.01245491523553 -15.60528792325726),Jameson Kapeni,Vil,30501023048,30501023,30501,305,TA Kapeni,Blantyre,715771.5313,8273705,35.01228,-15.5869
mw_villagespoints.34507,34507,POINT (35.01245491523553 -15.60528792325726),Njilika,Vil,30501023070,30501023,30501,305,TA Kapeni,Blantyre,715771.5313,8273705,35.01228,-15.5869
mw_villagespoints.34508,34508,POINT (35.01245491523553 -15.60528792325726),Maulana,Vil,30501023049,30501023,30501,305,TA Kapeni,Blantyre,715771.5313,8273705,35.01228,-15.5869
mw_villagespoints.34509,34509,POINT (35.01245491523553 -15.60528792325726),Masangano,Vil,30501023067,30501023,30501,305,TA Kapeni,Blantyre,715771.5313,8273705,35.01228,-15.5869
mw_villagespoints.34510,34510,POINT (35.01245491523553 -15.60528792325726),Mateyu Jere,Vil,30501023068,30501023,30501,305,TA Kapeni,Blantyre,715771.5313,8273705,35.01228,-15.5869
mw_villagespoints.34511,34511,POINT (35.01245491523553 -15.60528792325726),Manjombe Katete,Vil,30501023066,30501023,30501,305,TA Kapeni,Blantyre,715771.5313,8273705,35.01228,-15.5869
mw_villagespoints.34512,34512,POINT (35.01245491523553 -15.60528792325726),Cidric Masikamu,Vil,30501023059,30501023,30501,305,TA Kapeni,Blantyre,715771.5313,8273705,35.01228,-15.5869
mw_villagespoints.34513,34513,POINT (34.993269572335485 -15.61305310693374),Mtema,Vil,30501024074,30501024,30501,305,TA Kapeni,Blantyre,713705.75,8272865,34.99309,-15.59467
mw_villagespoints.34514,34514,POINT (34.993269572335485 -15.61305310693374),Wotala,Vil,30501024075,30501024,30501,305,TA Kapeni,Blantyre,713705.75,8272865,34.99309,-15.59467
mw_villagespoints.34515,34515,POINT (34.993269572335485 -15.61305310693374),Mwazaonga,Vil,30501024122,30501024,30501,305,TA Kapeni,Blantyre,713705.75,8272865,34.99309,-15.59467
mw_villagespoints.34516,34516,POINT (34.98962755498073 -15.625838245140782),Peter Bilila,Vil,30501025082,30501025,30501,305,TA Kapeni,Blantyre,713301.9063,8271453.75,34.98945,-15.60745
mw_villagespoints.34517,34517,POINT (34.98962755498073 -15.625838245140782),Nasonjo,Vil,30501025080,30501025,30501,305,TA Kapeni,Blantyre,713301.9063,8271453.75,34.98945,-15.60745
mw_villagespoints.34518,34518,POINT (34.98962755498073 -15.625838245140782),Simon Mpombe,Vil,30501025014,30501025,30501,305,TA Kapeni,Blantyre,713301.9063,8271453.75,34.98945,-15.60745
mw_villagespoints.34519,34519,POINT (34.98962755498073 -15.625838245140782),Nkonya,Vil,30501025022,30501025,30501,305,TA Kapeni,Blantyre,713301.9063,8271453.75,34.98945,-15.60745
mw_villagespoints.34520,34520,POINT (34.98962755498073 -15.625838245140782),Maluwa,Vil,30501025081,30501025,30501,305,TA Kapeni,Blantyre,713301.9063,8271453.75,34.98945,-15.60745
mw_villagespoints.34521,34521,POINT (34.98962755498073 -15.625838245140782),Ndemanje,Vil,30501025078,30501025,30501,305,TA Kapeni,Blantyre,713301.9063,8271453.75,34.98945,-15.60745
mw_villagespoints.34522,34522,POINT (34.98962755498073 -15.625838245140782),Kamwendo,Vil,30501025077,30501025,30501,305,TA Kapeni,Blantyre,713301.9063,8271453.75,34.98945,-15.60745
mw_villagespoints.34523,34523,POINT (34.98962755498073 -15.625838245140782),Kateya,Vil,30501025138,30501025,30501,305,TA Kapeni,Blantyre,713301.9063,8271453.75,34.98945,-15.60745
mw_villagespoints.34524,34524,POINT (34.999952327837725 -15.638794591939309),Ntenjela,Vil,30501026085,30501026,30501,305,TA Kapeni,Blantyre,714395.6875,8270009.5,34.99977,-15.62041
mw_villagespoints.34525,34525,POINT (34.999952327837725 -15.638794591939309),Khwisa,Vil,30501026194,30501026,30501,305,TA Kapeni,Blantyre,714395.6875,8270009.5,34.99977,-15.62041
mw_villagespoints.34526,34526,POINT (34.999952327837725 -15.638794591939309),Kateya,Vil,30501026138,30501026,30501,305,TA Kapeni,Blantyre,714395.6875,8270009.5,34.99977,-15.62041
mw_villagespoints.34527,34527,POINT (34.999952327837725 -15.638794591939309),Kumponda,Vil,30501026086,30501026,30501,305,TA Kapeni,Blantyre,714395.6875,8270009.5,34.99977,-15.62041
mw_villagespoints.34528,34528,POINT (34.999952327837725 -15.638794591939309),Gomani,Vil,30501026084,30501026,30501,305,TA Kapeni,Blantyre,714395.6875,8270009.5,34.99977,-15.62041
mw_villagespoints.34529,34529,POINT (34.999952327837725 -15.638794591939309),Misati Chigumula,Vil,30501026083,30501026,30501,305,TA Kapeni,Blantyre,714395.6875,8270009.5,34.99977,-15.62041
mw_villagespoints.34530,34530,POINT (34.999952327837725 -15.638794591939309),Peter Bilila,Vil,30501026082,30501026,30501,305,TA Kapeni,Blantyre,714395.6875,8270009.5,34.99977,-15.62041
mw_villagespoints.34531,34531,POINT (34.999952327837725 -15.638794591939309),Kamwendo,Vil,30501026077,30501026,30501,305,TA Kapeni,Blantyre,714395.6875,8270009.5,34.99977,-15.62041
mw_villagespoints.34532,34532,POINT (34.999952327837725 -15.638794591939309),Mponbe,Vil,30501026079,30501026,30501,305,TA Kapeni,Blantyre,714395.6875,8270009.5,34.99977,-15.62041
mw_villagespoints.34533,34533,POINT (35.0097584682227 -15.620574322302781),Manyozo,Vil,30501027091,30501027,30501,305,TA Kapeni,Blantyre,715466.3438,8272016,35.00958,-15.60219
mw_villagespoints.34534,34534,POINT (35.0097584682227 -15.620574322302781),Maliana,Vil,30501027102,30501027,30501,305,TA Kapeni,Blantyre,715466.3438,8272016,35.00958,-15.60219
mw_villagespoints.34535,34535,POINT (35.0097584682227 -15.620574322302781),Mtema,Vil,30501027074,30501027,30501,305,TA Kapeni,Blantyre,715466.3438,8272016,35.00958,-15.60219
mw_villagespoints.34536,34536,POINT (35.0097584682227 -15.620574322302781),Napesya,Vil,30501027087,30501027,30501,305,TA Kapeni,Blantyre,715466.3438,8272016,35.00958,-15.60219
mw_villagespoints.34537,34537,POINT (35.03450403728079 -15.615457955509857),Undani,Vil,30501028093,30501028,30501,305,TA Kapeni,Blantyre,718125.6875,8272557,35.03432,-15.59707
mw_villagespoints.34538,34538,POINT (35.03450403728079 -15.615457955509857),J. I. Mponda,Vil,30501028094,30501028,30501,305,TA Kapeni,Blantyre,718125.6875,8272557,35.03432,-15.59707
mw_villagespoints.34539,34539,POINT (35.03450403728079 -15.615457955509857),Kakowa,Vil,30501028040,30501028,30501,305,TA Kapeni,Blantyre,718125.6875,8272557,35.03432,-15.59707
mw_villagespoints.34540,34540,POINT (35.03450403728079 -15.615457955509857),Njilika,Vil,30501028070,30501028,30501,305,TA Kapeni,Blantyre,718125.6875,8272557,35.03432,-15.59707
mw_villagespoints.34541,34541,POINT (35.03450403728079 -15.615457955509857),Chomboto,Vil,30501028096,30501028,30501,305,TA Kapeni,Blantyre,718125.6875,8272557,35.03432,-15.59707
mw_villagespoints.34542,34542,POINT (35.03450403728079 -15.615457955509857),Tipasi,Vil,30501028069,30501028,30501,305,TA Kapeni,Blantyre,718125.6875,8272557,35.03432,-15.59707
mw_villagespoints.34543,34543,POINT (35.03450403728079 -15.615457955509857),M. M. Chisuse,Vil,30501028092,30501028,30501,305,TA Kapeni,Blantyre,718125.6875,8272557,35.03432,-15.59707
mw_villagespoints.34544,34544,POINT (35.06079805452519 -15.618675646684217),Undani,Vil,30501029093,30501029,30501,305,TA Kapeni,Blantyre,720942.3438,8272173.75,35.06061,-15.60029
mw_villagespoints.34545,34545,POINT (35.06079805452519 -15.618675646684217),Chitungu,Vil,30501029034,30501029,30501,305,TA Kapeni,Blantyre,720942.3438,8272173.75,35.06061,-15.60029
mw_villagespoints.34546,34546,POINT (35.06079805452519 -15.618675646684217),Msambuzi,Vil,30501029036,30501029,30501,305,TA Kapeni,Blantyre,720942.3438,8272173.75,35.06061,-15.60029
mw_villagespoints.34547,34547,POINT (35.058206738980225 -15.631261847719145),Undani,Vil,30501030093,30501030,30501,305,TA Kapeni,Blantyre,720650.9375,8270783.5,35.05802,-15.61288
mw_villagespoints.34548,34548,POINT (35.058206738980225 -15.631261847719145),Maliana,Vil,30501030102,30501030,30501,305,TA Kapeni,Blantyre,720650.9375,8270783.5,35.05802,-15.61288
mw_villagespoints.34549,34549,POINT (35.058206738980225 -15.631261847719145),Chinyonga,Vil,30501030103,30501030,30501,305,TA Kapeni,Blantyre,720650.9375,8270783.5,35.05802,-15.61288
mw_villagespoints.34550,34550,POINT (35.058206738980225 -15.631261847719145),Mazale,Vil,30501030106,30501030,30501,305,TA Kapeni,Blantyre,720650.9375,8270783.5,35.05802,-15.61288
mw_villagespoints.34551,34551,POINT (35.0296442071483 -15.63127952042049),Patsani,Vil,30501031105,30501031,30501,305,TA Kapeni,Blantyre,717587.75,8270811,35.02946,-15.61289
